xcoord,ycoord
24.92768985,-34.02669001
24.72571846,-33.91187146
24.74211504,-34.01880654
24.77902361,-34.0397306
25.00892398,-33.91227865
24.91829074,-34.02019115
24.94139833,-33.77205169
24.67861097,-33.71220331
24.91700024,-34.04629473
24.76205766,-34.08737799
24.79737831,-33.8045077
24.88073643,-34.05704759
24.80835109,-34.03546128
23.56501794,-33.75453712
23.78716946,-33.78796953
23.97964679,-33.81038704
24.33349269,-33.8685305
24.27984336,-34.03005775
23.94327327,-33.97171228
28.30022475,-32.09416849
28.27981819,-32.1505491
28.34131856,-32.19254951
28.2788991,-32.02102286
28.25607611,-31.89791694
28.35935315,-31.89187777
28.39427351,-31.97424579
28.52415251,-32.01905097
28.34350342,-32.0819438
28.42699448,-32.14686463
28.44434433,-32.30722287
28.46076125,-32.08086484
28.66091289,-32.02150523
28.65202003,-32.13033108
28.72591527,-32.08830227
28.81395532,-32.11409561
28.9098076,-31.99756944
28.99388653,-32.03936458
29.03561483,-32.08441995
28.88952596,-32.18700334
28.81383236,-32.22653679
28.70245219,-32.36264589
28.58981048,-32.37540639
28.63724284,-32.2686525
28.52794222,-32.27394102
28.82402599,-32.04996749
28.56619713,-32.18248405
28.93749331,-32.06803249
28.74799135,-32.27592396
28.45399963,-32.21433304
28.14572146,-32.02098379
28.92488769,-32.13301422
28.14471821,-32.32662046
28.16228109,-32.32528491
28.18428477,-32.32608055
28.20007667,-32.31592446
28.22222823,-32.34309539
28.17347322,-32.30746226
28.14835472,-32.28033809
28.05708939,-32.30822711
28.12275484,-32.36215465
28.0787392,-32.42065618
28.04591162,-32.48127186
27.97231482,-32.38818055
27.97995363,-32.26194829
27.90560558,-32.3284391
27.80267027,-32.30656069
27.8617758,-32.17215503
27.96801708,-32.11735882
28.01976534,-32.20139338
28.08322558,-32.1014612
28.14017771,-32.20858109
28.20315864,-32.12172246
28.3037792,-32.28037036
28.21113753,-32.40777237
28.30015678,-32.35286691
28.42646787,-32.40357084
28.37018597,-32.47046862
28.55761502,-32.4833973
28.43703818,-32.55017162
28.33663728,-32.60389673
28.27372786,-32.54464587
28.23283655,-32.46309027
28.06347852,-32.83305783
28.06621604,-32.75787939
28.11419431,-32.68012182
28.00638701,-32.71389933
28.23194736,-32.67439076
28.00542578,-32.57288201
27.8230052,-32.63253599
27.06822796,-32.67893342
27.10476171,-32.61145671
27.25418099,-32.6293754
27.00039127,-32.38031696
27.41380816,-32.38717604
27.39894351,-32.62915614
27.41451434,-32.77871887
27.4936585,-32.6883278
27.66318586,-32.6026606
27.08914712,-32.79006613
27.16310586,-32.74431317
27.4319468,-32.72409111
27.46647702,-32.51753627
27.45453342,-32.56531024
27.45610706,-32.55568006
27.19836134,-32.96121174
27.35358013,-33.03846269
27.15562734,-33.0777661
27.42172692,-33.04525139
27.30663086,-33.21201595
27.17783622,-33.20885963
26.9702083,-33.14837016
27.11228117,-33.20262431
27.04579226,-33.24945602
27.07325583,-33.34269667
27.10558834,-33.4252924
27.27839323,-33.35113593
27.11298203,-32.95636624
26.85542247,-32.76093848
26.70188817,-32.77827248
26.82617818,-32.57586776
26.78284066,-32.75982823
26.82980345,-32.78635749
26.64127913,-32.69016217
26.47349573,-32.84511527
26.48077883,-32.48246735
26.96094566,-32.66157487
26.87292667,-32.79366487
26.88517769,-32.7109867
27.00242728,-32.96708382
26.96508586,-32.87129519
26.93210295,-32.77823761
27.00060425,-32.80939688
27.12875383,-32.86834199
26.82800531,-32.93588146
26.64956116,-32.77017048
26.62958545,-32.75172074
26.31884763,-32.70785754
26.12057463,-32.49016814
26.12245913,-32.68900318
25.64387824,-32.19142564
25.64685174,-32.18460489
25.63339213,-32.17949397
25.64821087,-32.17654761
25.61700662,-32.18063044
25.5529357,-32.14563785
25.07921104,-31.56717382
25.02418707,-31.51110936
24.98441361,-31.49881494
27.48906504,-32.13135346
27.42037568,-32.03957543
27.65847255,-32.21258774
27.37430817,-31.93707091
27.49300678,-31.97496166
27.74255817,-32.17226358
27.62895451,-32.07746083
27.81820161,-32.06575802
27.94627935,-32.02667456
27.81029197,-31.94099456
27.92363081,-31.95508819
27.91300395,-31.8741264
27.71276185,-31.9766569
27.59667836,-32.01813542
27.57981726,-31.97292786
27.68134274,-31.8975527
27.80940345,-31.82742379
27.74537261,-31.74874296
27.57304951,-31.77555025
27.47070362,-31.82035781
27.63059227,-31.84506223
27.20570414,-31.87967742
27.35146076,-31.81024447
27.35993436,-31.65604076
27.22124914,-31.72989471
27.17149556,-31.71620387
27.06767598,-31.82416642
26.96389979,-31.73966034
27.01476986,-31.66514062
26.8647083,-31.63910557
26.99957093,-31.53204433
26.94650683,-31.41852625
27.13185612,-31.62857431
27.17932961,-31.54103317
27.20197921,-31.42316612
27.47794507,-31.41316121
27.29145671,-31.53822845
27.30389461,-31.7372055
28.06062502,-31.983946
28.07684458,-31.92027457
28.1771023,-31.89292073
28.15828275,-31.81962496
28.17259767,-31.76399698
28.02746889,-31.81797101
27.9222172,-31.77300803
27.87208461,-31.70670835
28.02357203,-31.72335023
28.02773046,-31.66674538
27.94295941,-31.61174575
27.83019049,-31.60877936
28.03170709,-31.5618316
28.13955159,-31.69850644
28.13680998,-31.61559258
28.28817345,-31.76295531
28.26789451,-31.67730831
28.24719657,-31.60770046
28.28787467,-31.50836509
28.17768951,-31.46197497
27.97622826,-31.38585394
27.81655808,-31.250896
27.70364027,-31.39480696
27.68730476,-31.51913065
27.69865732,-31.56078093
27.61258809,-31.54327196
27.51149906,-31.54777302
27.53853486,-31.66272147
27.67566772,-31.65198002
27.25262328,-32.14529737
27.05582043,-31.97774485
27.08164363,-31.93622148
27.00350741,-31.99195364
26.97902401,-31.88222227
26.9954812,-31.92430472
26.95433789,-31.9038038
26.95598347,-31.91332074
26.91709291,-31.91158774
26.77752876,-31.88559281
26.87864339,-31.91500807
26.8634211,-31.9205371
26.87689926,-31.92729529
26.85198595,-31.91874896
26.9128912,-32.0719089
26.85256348,-31.9041145
26.86677955,-31.9018008
26.82504496,-31.80411945
26.76424384,-32.10705633
26.6976766,-32.03537888
26.79890295,-32.25769947
26.63141666,-32.27841342
26.78864846,-32.18329951
26.7650974,-32.19549131
26.81569455,-32.19663041
26.75827175,-32.17292516
26.70887891,-31.58244516
26.40000464,-31.47726271
26.36112171,-31.3848806
26.62226583,-31.91690752
26.41283136,-31.94843679
26.47576344,-32.10476956
26.22934792,-31.92941502
26.00066193,-31.81726535
28.27062897,-31.31840754
28.25086272,-31.19833559
28.32981647,-31.07322401
28.19855277,-30.97608485
28.5242415,-31.20826957
28.58894174,-31.14040649
28.56118402,-30.91802587
28.455198,-30.76876004
28.51348959,-30.69351105
28.50595286,-30.63688619
28.41919902,-30.55632704
28.51240478,-30.49922331
28.32848678,-30.47564943
28.23964209,-30.60617197
28.40176892,-30.68713008
28.47238833,-30.87228113
28.37441511,-31.15944684
27.41388289,-30.37755521
27.4983511,-30.41076844
27.55237562,-30.48459841
27.67254055,-30.57598286
27.40744419,-30.97369517
27.49762555,-30.54893812
27.3478365,-30.48904704
27.41117266,-30.52827965
27.44083947,-30.54926998
27.36060262,-30.52201879
27.23098013,-30.59280563
27.3537052,-30.64160753
27.11228409,-30.58426708
27.18026642,-30.72066513
27.84505994,-30.91548077
27.59408581,-30.97044721
27.40875224,-30.59912969
25.70804231,-30.95049546
25.81372773,-31.28754406
26.35380142,-30.89241196
26.3234201,-31.00918733
25.97954456,-31.17266962
26.67604294,-30.68079256
26.6933146,-30.69040399
26.68414109,-30.69659608
26.70714951,-30.70091467
26.62662508,-30.79814514
26.94244539,-31.04778093
29.25716908,-31.32101746
29.32507965,-31.28347533
29.34194348,-31.23649634
29.44151287,-31.25160845
29.39396484,-31.16505855
29.47698082,-31.08362841
29.47902435,-31.13951831
29.47195369,-31.03067052
29.52913219,-31.08383733
29.59349604,-31.08198962
29.57286466,-31.16332609
29.53645684,-31.2175553
29.48868293,-31.27838216
29.52848764,-31.36218862
29.59106852,-31.35215623
29.66927395,-31.32206518
29.54177709,-31.32006743
29.6079314,-31.27509763
29.5540955,-31.38116738
29.63013875,-31.37097483
29.58227548,-31.40966736
29.64976586,-31.41185728
29.78965808,-31.39219326
29.73341327,-31.30237129
29.90273781,-31.25031827
29.70884312,-31.22553697
29.65611386,-31.18861342
29.71320318,-31.13486404
29.64049216,-31.10995417
29.56926717,-31.01117973
29.49846119,-30.96689825
29.79824137,-31.1776111
29.29990828,-31.75335973
29.36079559,-31.70565686
29.31229644,-31.65765048
29.39157146,-31.63789897
29.45621047,-31.64705275
29.49847583,-31.60858685
29.30773269,-31.593224
29.3355078,-31.49103767
29.4106793,-31.58656729
29.54538895,-31.57090556
29.60935697,-31.51840205
29.48973866,-31.51415852
29.41252712,-31.45894951
29.54279607,-31.44523312
29.49568989,-31.4456696
29.38385588,-31.54462901
29.37940056,-31.37238421
29.32300458,-31.38001818
29.46649895,-31.39717577
29.44782746,-31.34230054
28.93101676,-31.35130229
29.23560922,-31.47972085
29.00751006,-31.37508562
29.04849247,-31.43195402
29.14334305,-31.35443661
29.23564105,-31.5676278
29.02008231,-31.53871681
28.99910994,-31.49880942
28.90542151,-31.53635076
28.82436217,-31.49994724
28.84798009,-31.54872687
28.84262214,-31.59551201
28.85569275,-31.64962751
28.92017791,-31.70376237
29.08853346,-31.59054909
29.10975087,-31.51937133
29.1451472,-31.66149079
29.16174873,-31.58211498
29.22164593,-31.69379021
29.23389936,-31.79076609
29.02240557,-31.66163483
28.99642368,-31.79615975
29.05193994,-31.83285252
29.04013444,-31.70732907
29.20274635,-31.86137269
29.14192318,-31.88338424
29.18780619,-31.43529151
29.12602598,-31.76979905
28.91856885,-31.61933534
28.99009584,-31.59747382
28.92213337,-31.45907999
28.96729015,-31.76087058
28.53422952,-31.30911734
28.54223016,-31.42972739
28.62893336,-31.29880189
28.78791049,-31.43810684
28.71215075,-31.40058979
28.77673141,-31.33878397
28.72056656,-31.28622251
28.82346002,-31.26966782
28.94359401,-31.25489598
29.05157313,-31.2462044
29.13821392,-31.23507103
29.08332408,-31.12689161
28.99266061,-31.16054077
28.86917421,-31.21405299
28.88245086,-31.14796762
28.76191473,-31.16712026
28.90644986,-31.08360207
28.82136335,-31.02767481
28.77887644,-30.95952541
28.69317418,-30.87727383
28.65550679,-30.98447217
28.62455059,-31.06729483
28.77319903,-31.10340369
28.70677901,-31.20735109
29.05126914,-31.06589988
28.84058323,-31.3706566
28.81651613,-31.6374154
28.80338768,-31.60915437
28.8087597,-31.60352371
28.77701234,-31.61912394
28.74558003,-31.60677684
28.76963638,-31.59241049
28.78418151,-31.59920109
28.77677483,-31.57325148
28.80522665,-31.58044407
28.71625588,-31.52178237
28.72912926,-31.58227616
28.72069027,-31.56125256
28.77339762,-31.53792374
28.64530924,-31.5906765
28.40455771,-31.62864828
28.61819907,-31.50528657
28.40491062,-31.70200649
28.4451061,-31.79445831
28.57548404,-31.82141361
28.52950792,-31.91365964
28.70609789,-31.98052542
28.7994653,-31.91789914
28.70454432,-31.89173473
29.10897622,-31.98462717
29.04980344,-31.95837808
28.8529918,-31.7750415
28.98353769,-31.904503
28.68409018,-31.81447949
28.76230711,-31.78325728
28.70407893,-31.6287739
28.55697846,-31.68530705
28.64229692,-31.71367848
28.72864574,-31.66159266
28.47418693,-31.55685114
28.77952799,-31.69836819
28.90091291,-31.87710189
28.79132664,-30.25783962
28.81442022,-30.27269594
28.86187166,-30.28636111
28.83276074,-30.19668345
29.08240108,-30.25850209
28.73041078,-30.29601409
28.81643423,-30.12538145
28.80089687,-30.231627
28.95631152,-30.15270964
28.69995099,-30.35616016
28.56612501,-30.2060453
28.50240509,-30.23041727
28.42144926,-30.22585302
28.34853626,-30.32778667
28.56121668,-30.4161579
28.55654414,-30.31926987
28.71237548,-30.42388162
28.75427271,-30.53037937
28.80702339,-30.34081561
28.80838374,-30.35351125
29.0500057,-30.56296515
28.88092006,-30.6173786
28.63012892,-30.51915076
28.60663024,-30.59842392
28.71001367,-30.2678036
29.01732297,-30.40876753
29.5035359,-30.65850984
29.35217256,-30.6867955
29.42980881,-30.74325182
29.39210174,-30.78209944
29.28807626,-30.74391661
29.20786038,-30.68205072
29.3589464,-30.8210015
29.23896088,-30.80569416
29.22521955,-30.844538
29.07348442,-30.65045996
29.11607423,-30.78771132
29.03417816,-30.72815205
28.95452503,-30.7195438
28.82334199,-30.74843055
28.92685803,-30.83173927
28.9670183,-30.91599203
29.04450884,-30.89011266
28.97592296,-30.89698778
29.00030786,-30.93998995
28.94591672,-31.01672772
28.89214547,-30.94546832
28.8322596,-30.86439428
28.6789819,-30.75971534
28.73718064,-30.66357531
29.07417832,-30.98417095
29.44704787,-30.67973657
29.01908315,-30.83839191
29.84752531,-30.85274688
29.60411921,-30.72139416
29.58827585,-30.81717058
29.71044019,-30.81063886
29.80892734,-30.75494377
29.91076898,-30.82574502
29.82179896,-30.82910589
29.57550125,-30.91368712
29.65143073,-30.88229757
29.62199045,-30.99535354
29.69247135,-31.01275337
29.73016539,-30.93854836
29.8507005,-30.89964446
29.80251865,-31.02360659
29.81516777,-31.10331033
29.91605504,-31.08242335
29.9197071,-30.90761851
30.01039504,-30.87295644
29.87655971,-30.9682689
29.99012744,-30.92522157
30.10088715,-30.94411253
29.96762378,-30.97224999
30.13143105,-31.04675923
30.1625717,-31.07735576
30.02338461,-31.16030035
29.77175383,-30.81366944
29.69472658,-30.74649598
30.02978711,-31.06213809
30.0648738,-30.98496214
29.81286598,-30.93406513
29.73135133,-30.87286573
29.22095227,-31.20965169
29.21978305,-31.12672706
29.13448178,-31.06854568
29.22282608,-31.06986921
29.20720196,-31.00610573
29.3240206,-31.11103655
29.3656937,-31.03297412
29.31570246,-30.96767115
29.36620333,-30.935397
29.22115992,-30.95069672
29.12054892,-30.88933115
29.20755096,-30.89222875
29.29477831,-30.90214284
29.39925272,-30.89346247
29.4931452,-30.87912361
29.49135192,-30.8136711
29.50810326,-30.74371414
27.88652023,-33.00200055
27.87019627,-33.00793079
27.90441768,-33.00093238
27.88954938,-32.98252233
27.81952032,-32.99164327
27.8801706,-33.01480628
27.85831814,-33.01222762
27.85450338,-33.01830266
27.87026831,-32.99414276
27.84486462,-33.00605709
27.74880229,-32.9602607
27.80595064,-32.93300342
27.7800047,-32.97853655
27.75886165,-32.93589857
27.91404261,-32.9161301
27.86178861,-32.9707009
27.75293263,-32.91765858
27.92654582,-32.98609888
27.88399061,-33.02816779
27.72258703,-32.96116045
27.70932046,-32.93552809
27.62240596,-32.95493206
27.6876163,-32.96387349
27.6651352,-32.92748918
27.45431477,-32.93173265
27.77562575,-32.83614902
27.98185752,-32.93894689
27.95556235,-32.96122097
28.00553978,-32.93500118
27.73347255,-32.92087759
27.66778114,-33.07225584
27.50983938,-33.19016561
27.51428189,-33.05305478
27.22022105,-32.84378956
27.38148943,-32.80262282
27.22559722,-32.81103341
27.34914017,-32.85542253
27.29354602,-32.78432976
27.35957272,-32.89958682
27.41296277,-32.95664192
27.42054782,-32.92044734
27.76476216,-32.94854424
27.48022191,-32.79489284
27.44992025,-32.89602517
27.55665621,-32.85323876
27.81852866,-33.06142524
27.91287461,-33.01227143
27.72239545,-32.93837827
27.49377174,-32.91423579
27.93893196,-32.86059814
25.52594837,-34.01249758
25.63802395,-33.98812009
25.5804329,-33.97766409
25.59258924,-33.99681429
25.61145985,-33.95665997
25.54170365,-33.96798952
25.57845792,-33.94676683
25.503321,-33.96840952
25.52221715,-33.94434842
25.55691046,-33.92297876
25.57518156,-33.9173066
25.49670609,-33.92289759
25.54125097,-33.90921869
25.58688877,-33.90492631
25.60727604,-33.91695645
25.61194378,-33.87046287
25.59256713,-33.89370134
25.58303812,-33.88930722
25.59194357,-33.88351095
25.573178,-33.88160979
